effect_bonus_value_unit_ability_junctions_tables	0
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_the_curse_of_anraheir	enable	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_curse_of_anraheir_upgraded	enable_overchage	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_curse_of_anraheir_upgraded	enable	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_the_curse_of_anraheir	recharge_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_curse_of_anraheir_upgraded	enable_overchage	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_curse_of_anraheir_upgraded	enable	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_miscast_reduction_of_anraheir_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_curse_of_anraheir	cost_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_curse_of_anraheir_upgraded	cost_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_the_curse_of_anraheir	recharge_mod	wh_dlc03_spell_beasts_the_curse_of_anraheir
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_transformation_of_kadon	enable	wh_dlc03_spell_beasts_transformation_of_kadon
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_transformation_of_kadon	cost_mod	wh2_dlc11_spell_beasts_transformation_of_kadon
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_transformation_of_kadon	cost_mod	wh2_dlc15_spell_beasts_transformation_of_kadon
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_transformation_of_kadon	cost_mod	wh_dlc03_spell_beasts_transformation_of_kadon
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_transformation_of_kadon	enable	wh_dlc03_spell_beasts_transformation_of_kadon
wh2_main_lzd_lord_mazdamundi_wh_main_effect_ability_enable_life-leeching	enable	wh_main_lore_passive_life_leeching
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable_overchage	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_spirit_leech	recharge_mod	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable_overchage	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_miscast_reduction_spirit_leech_upgraded	miscast_percentage_mod	wh_main_spell_death_spirit_leech_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_spirit_leech	cost_mod	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_spirit_leech_upgraded	cost_mod	wh_main_spell_death_spirit_leech_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_spirit_leech	recharge_mod	wh_main_spell_death_spirit_leech
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_aspect_of_the_dreadknight	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable_overchage	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_aspect_of_the_dreadknight	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable_overchage	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_miscast_reduction_aspect_of_the_dreadknight_upgraded	miscast_percentage_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_aspect_of_the_dreadknight	cost_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_aspect_of_the_dreadknight_upgraded	cost_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_aspect_of_the_dreadknight	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_doom_and_darkness	enable	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable_overchage	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_doom_and_darkness	recharge_mod	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable_overchage	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_miscast_reduction_doom_and_darkness_upgraded	miscast_percentage_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_doom_and_darkness	cost_mod	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_doom_and_darkness_upgraded	cost_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_doom_and_darkness	recharge_mod	wh_main_spell_death_doom_and_darkness
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_soulblight	enable	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable_overchage	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_soulblight	recharge_mod	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable_overchage	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_miscast_reduction_soulblight_upgraded	miscast_percentage_mod	wh_main_spell_death_soulblight_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_soulblight	cost_mod	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_soulblight_upgraded	cost_mod	wh_main_spell_death_soulblight_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_soulblight	recharge_mod	wh_main_spell_death_soulblight
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_the_fate_of_bjuna	enable	wh_main_spell_death_the_fate_of_bjuna
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_the_fate_of_bjuna	cost_mod	wh_main_spell_death_the_fate_of_bjuna
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_the_fate_of_bjuna	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_the_fate_of_bjuna	enable	wh_main_spell_death_the_fate_of_bjuna
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_enable_the_purple_sun_of_xereus	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable_overchage	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_the_purple_sun_of_xereus	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable_overchage	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_miscast_reduction_the_purple_sun_of_xereus_upgraded	miscast_percentage_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_the_purple_sun_of_xereus	cost_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_death_reduce_wom_cost_the_purple_sun_of_xereus_upgraded	cost_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_death_cooldown_the_purple_sun_of_xereus	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_lzd_lord_mazdamundi_wh_main_effect_ability_enable_kindleflame	enable	wh_main_lore_passive_kindleflame
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_fireball_upgraded	enable_overchage	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_fireball_upgraded	enable	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_fireball	recharge_mod	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_fireball_upgraded	enable_overchage	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_fireball_upgraded	enable	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_miscast_reduction_fireball_upgraded	miscast_percentage_mod	wh_main_spell_fire_fireball_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_fireball	cost_mod	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_fireball_upgraded	cost_mod	wh_main_spell_fire_fireball_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_fireball	recharge_mod	wh_main_spell_fire_fireball
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_cascading_fire_cloak	enable	wh_main_spell_fire_cascading_fire_cloak
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_cascading_fire_cloak	cost_mod	wh_main_spell_fire_cascading_fire_cloak
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_cascading_fire_cloak	recharge_mod	wh_main_spell_fire_cascading_fire_cloak
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_cascading_fire_cloak	enable	wh_main_spell_fire_cascading_fire_cloak
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_flaming_sword_of_rhuin	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flaming_sword_of_rhuin_upgraded	enable_overchage	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flaming_sword_of_rhuin_upgraded	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_flaming_sword_of_rhuin	recharge_mod	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flaming_sword_of_rhuin_upgraded	enable_overchage	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flaming_sword_of_rhuin_upgraded	enable	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_miscast_reduction_flaming_sword_of_rhuin_upgraded	miscast_percentage_mod	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_flaming_sword_of_rhuin	cost_mod	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_flaming_sword_of_rhuin_upgraded	cost_mod	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_flaming_sword_of_rhuin	recharge_mod	wh_main_spell_fire_flaming_sword_of_rhuin
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_the_burning_head	enable	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_the_burning_head_upgraded	enable_overchage	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_the_burning_head_upgraded	enable	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_the_burning_head	recharge_mod	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_the_burning_head_upgraded	enable_overchage	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_the_burning_head_upgraded	enable	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_miscast_reduction_the_burning_head_upgraded	miscast_percentage_mod	wh_main_spell_fire_the_burning_head_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_the_burning_head	cost_mod	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_the_burning_head_upgraded	cost_mod	wh_main_spell_fire_the_burning_head_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_the_burning_head	recharge_mod	wh_main_spell_fire_the_burning_head
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_piercing_bolts_of_burning	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_piercing_bolts_of_burning_upgraded	enable_overchage	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_piercing_bolts_of_burning_upgraded	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_piercing_bolts_of_burning	recharge_mod	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_piercing_bolts_of_burning_upgraded	enable_overchage	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_piercing_bolts_of_burning_upgraded	enable	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_miscast_reduction_piercing_bolts_of_burning_upgraded	miscast_percentage_mod	wh_main_spell_fire_piercing_bolts_of_burning_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_piercing_bolts_of_burning	cost_mod	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_piercing_bolts_of_burning_upgraded	cost_mod	wh_main_spell_fire_piercing_bolts_of_burning_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_piercing_bolts_of_burning	recharge_mod	wh_main_spell_fire_piercing_bolts_of_burning
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_enable_flame_storm	enable	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flame_storm_upgraded	enable_overchage	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flame_storm_upgraded	enable	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_flame_storm	recharge_mod	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flame_storm_upgraded	enable_overchage	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_enable_flame_storm_upgraded	enable	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_miscast_reduction_flame_storm_upgraded	miscast_percentage_mod	wh_main_spell_fire_flame_storm_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_flame_storm	cost_mod	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_fire_reduce_wom_cost_flame_storm_upgraded	cost_mod	wh_main_spell_fire_flame_storm_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_fire_cooldown_flame_storm	recharge_mod	wh_main_spell_fire_flame_storm
wh2_main_lzd_lord_mazdamundi_wh_main_effect_ability_enable_rolling_skies	enable	wh_main_lore_passive_roiling_skies
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable_overchage	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_heavens_cooldown_harmonic_convergence	recharge_mod	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable_overchage	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_miscast_reduction_harmonic_convergence_upgraded	miscast_percentage_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_reduce_wom_cost_harmonic_convergence	cost_mod	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_reduce_wom_cost_harmonic_convergence_upgraded	cost_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_heavens_cooldown_harmonic_convergence	recharge_mod	wh_main_spell_heavens_harmonic_convergence
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_heavens_enable_wind_blast	enable	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable_overchage	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh_main_effect_magic_heavens_cooldown_wind_blast	recharge_mod	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable_overchage	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable	wh_main_spell_heavens_wind_blast
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_miscast_reduction_wind_blast_upgraded	miscast_percentage_mod	wh_main_spell_heavens_wind_blast_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_heavens_reduce_wom_cost_wind_blast	cost_mod	wh_main_spell_heavens_wind_blast
